aa_	aa	Banana bunchy top virus :Banana bunchy top virus:ssDNA(+)::GCF_000847305.1
canis_sp	canis sp.	Morbillivirus canis :Morbillivirus canis:ssRNA(-)::GCF_000854065.1
cannabaceae_	cannabaceae	Apple mosaic virus :Apple mosaic virus:ssRNA(+)::GCF_000849545.1
cannabaceae_	cannabaceae	Arabis mosaic virus :Nepovirus arabis:ssRNA(+):Vitis vinifera:GCF_000855205.1
cannabaceae_	cannabaceae	Hop mosaic virus :Hop mosaic virus:ssRNA(+):Humulus lupulus:GCF_000875045.1
cannabis_sativa	cannabis sativa	Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1
cannabis_sativa	cannabis sativa	Cannabis cryptic virus :Cannabis cryptic virus:dsRNA:Cannabis sativa:GCF_001745435.1
cannabis_sativa	cannabis sativa	Cannabis cryptic virus :Cannabis cryptic virus:dsRNA:Cannabis sativa:GCF_002868155.1
cannabis_sativa	cannabis sativa	Cannabis sativa mitovirus 1 :Duamitovirus casa1:ssRNA(+):Cannabis sativa:GCF_023119475.1
cannabis_sativa	cannabis sativa	Chili leaf curl betasatellite :Chili leaf curl betasatellite:ssDNA:Capsicum annuum:GCF_000843905.1
cannabis_sativa	cannabis sativa	Chilli leaf curl virus :Chilli leaf curl virus:ssDNA(+/-)::GCF_000841265.1
cannabis_sativa	cannabis sativa	Citrus yellow vein-associated virus :Citrus yellow vein-associated virus:unknown:Citrus:GCF_003726535.1
cannabis_sativa	cannabis sativa	Cucurbit chlorotic yellows virus :Cucurbit chlorotic yellows virus:ssRNA(+):Cucumis melo:GCF_000898355.1
cannabis_sativa	cannabis sativa	Grapevine line pattern virus :Anulavirus GLPV:ssRNA(+):Vitis vinifera:GCF_023156875.1
cannabis_sativa	cannabis sativa	Hop latent virus :Hop latent virus:ssRNA(+)::GCF_000863305.1
cannabis_sativa	cannabis sativa	Lettuce chlorosis virus :Lettuce chlorosis virus:ssRNA(+):Lactuca sativa:GCF_000885635.1
cannabis_sativa	cannabis sativa	Mungbean yellow mosaic virus :Mungbean yellow mosaic virus:ssDNA(+/-)::GCF_000845225.1
cannabis_sativa	cannabis sativa subsp. sativa	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
cannabis_sativa	cannabis sativa	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
canna_	canna	Bean yellow mosaic virus :Bean yellow mosaic virus:ssRNA(+)::GCF_000863145.1
canna_	canna	Canna yellow mottle virus :Badnavirus betamaculaflavicannae:dsDNA-RT:Alpinia purpurata:GCF_002819365.1
canna_	canna	Canna yellow streak virus :Canna yellow streak virus:ssRNA(+):Canna:GCF_000885315.1
canna_	canna	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
canna_	canna	Sugarcane mosaic virus :Sugarcane mosaic virus:ssRNA(+):Zea mays:GCF_000854025.1
canna_indica	canna indica	Canna yellow mottle associated virus :Badnavirus alphamaculaflavicannae:dsDNA-RT:Canna indica:GCF_001684505.1
canna_indica	canna indica	Canna yellow mottle virus :Badnavirus betamaculaflavicannae:dsDNA-RT:Alpinia purpurata:GCF_002819365.1
canna_indica	canna indica	Canna yellow streak virus :Canna yellow streak virus:ssRNA(+):Canna:GCF_000885315.1
canna_indica	canna indica	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
canna_paniculata	canna paniculata	Canna yellow streak virus :Canna yellow streak virus:ssRNA(+):Canna:GCF_000885315.1
canna_x	canna x generalis	Bean yellow mosaic virus :Bean yellow mosaic virus:ssRNA(+)::GCF_000863145.1
canna_x	canna x generalis	Canna yellow mottle virus :Badnavirus betamaculaflavicannae:dsDNA-RT:Alpinia purpurata:GCF_002819365.1
canna_x	canna x generalis	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
capitulum_mitella	capitulum mitella	Wenzhou Crab Virus 1 :Crustavirus wenzhouense:ssRNA(-):Capitulum mitella:GCF_001755505.1
capra_aegagrus	capra aegagrus	Capra aegagrus polyomavirus 1 :Epsilonpolyomavirus caprae:dsDNA:Capra aegagrus:GCF_018583455.1
capra_aegagrus	capra aegagrus	Caprine alphaherpesvirus 1 :Varicellovirus caprinealpha1:dsDNA:Capra hircus:GCF_021461785.1
capra_aegagrus	capra aegagrus	Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1
capra_aegagrus	capra aegagrus	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1
capra_	capra	Caprine arthritis encephalitis virus :Caprine arthritis encephalitis virus:ssRNA-RT::GCF_000857525.1
capra_	capra	Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1
capra_	capra	Orf virus :Orf virus:dsDNA::GCF_000844845.1
capra_	capra	Orthonairovirus haemorrhagiae :Orthonairovirus haemorrhagiae:ssRNA(-)::GCF_000854165.1
capra_hircus	capra hircus	Adeno-associated virus :Adeno-associated virus:ssDNA(+/-):Cairina moschata:GCF_004129875.1
capra_hircus	capra hircus	Aichivirus B :Aichivirus B:ssRNA(+):Bos taurus:GCF_000853805.1
capra_hircus	capra hircus	Akabane virus :Orthobunyavirus akabaneense:ssRNA(-)::GCF_000871205.1
capra_hircus	capra hircus	Bluetongue virus :Bluetongue virus:dsRNA::GCF_000854445.3
capra_hircus	capra hircus	Border disease virus :Pestivirus ovis:ssRNA(+)::GCF_000862865.1
capra_hircus	capra hircus	Bovine coronavirus :Betacoronavirus 1:ssRNA(+)::GCF_000862505.1
capra_hircus	capra hircus	Bovine papillomavirus :Bovine papillomavirus:dsDNA:Bos taurus:GCF_002220025.1
capra_hircus	capra hircus	Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1
capra_hircus	capra hircus	Bovine viral diarrhea virus 2 :Pestivirus tauri:ssRNA(+):Bos taurus:GCF_013088565.1
capra_hircus	capra hircus	Bovine viral diarrhea virus 2 :Pestivirus tauri:ssRNA(+)::GCF_003029635.1
capra_hircus	capra hircus	Capra hircus papillomavirus 1 :Phipapillomavirus 1:dsDNA::GCF_000868145.1
capra_hircus	capra hircus	Caprine alphaherpesvirus 1 :Varicellovirus caprinealpha1:dsDNA:Capra hircus:GCF_021461785.1
capra_hircus	capra hircus	Caprine arthritis encephalitis virus :Caprine arthritis encephalitis virus:ssRNA-RT::GCF_000857525.1
capra_hircus	capra hircus	Caprine kobuvirus :Aichivirus C:ssRNA(+):Capra hircus:GCF_000915315.1
capra_hircus	capra hircus	Caprine parainfluenza virus 3 :Respirovirus caprae:ssRNA(-):Capra hircus:GCF_001443845.1
capra_hircus	capra hircus	Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1
capra_hircus	capra hircus	Cressdnaviricota sp. :Cressdnaviricota sp.:ssDNA::GCF_004290775.1
capra_hircus	capra hircus	Cressdnaviricota sp. :Cressdnaviricota sp.:ssDNA:Paguma larvata:GCF_023141935.1
capra_hircus	capra hircus	Cyclovirus PKgoat11/PAK/2009 :Cyclovirus bakri:ssDNA(+/-):Capra hircus:GCF_000891475.1
capra_hircus	capra hircus	Cyclovirus PKgoat21/PAK/2009 :Cyclovirus PKgoat21/PAK/2009:ssDNA(+/-):Capra hircus:GCF_000889655.1
capra_hircus	capra hircus	Deltapapillomavirus 4 :Deltapapillomavirus 4:dsDNA::GCF_000863985.1
capra_hircus	capra hircus	Enterovirus E :Enterovirus E:ssRNA(+)::GCF_000863205.1
capra_hircus	capra hircus	Enterovirus F :Enterovirus F:ssRNA(+)::GCF_000907315.1
capra_hircus	capra hircus	Enterovirus goat/JL14 :Enterovirus goat/JL14:ssRNA(+):Capra hircus:GCF_002088385.1
capra_hircus	capra hircus	Enterovirus sp. :Enterovirus sp.:ssRNA(+):Mandrillus sphinx:GCF_000919855.1
capra_hircus	capra hircus	Foot-and-mouth disease virus O :Foot-and-mouth disease virus:ssRNA(+)::GCF_002816555.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Anser albifrons:GCF_018591135.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584275.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584315.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584425.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584475.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584585.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584605.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584645.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1
capra_hircus	capra hircus	Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1
capra_hircus	capra hircus	Goat associated porprismacovirus :Porprismacovirus goas1:ssDNA:Capra hircus:GCF_018583885.1
capra_hircus	capra hircus	Goat torovirus :Goat torovirus:ssRNA(+):Capra hircus:GCF_002194465.1
capra_hircus	capra hircus	Human mastadenovirus D :Human mastadenovirus D:dsDNA::GCF_000858625.1
capra_hircus	capra hircus	Human mastadenovirus D :Human mastadenovirus D:dsDNA:Homo sapiens:GCF_000845985.1
capra_hircus	capra hircus	Jaagsiekte sheep retrovirus :Jaagsiekte sheep retrovirus:ssRNA-RT::GCF_000850005.1
capra_hircus	capra hircus	Louping ill virus :Orthoflavivirus loupingi:ssRNA(+)::GCF_000863165.1
capra_hircus	capra hircus	Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1
capra_hircus	capra hircus	Mammarenavirus lassaense :Mammarenavirus lassaense:ssRNA(+/-)::GCF_000851705.1
capra_hircus	capra hircus	Middle East respiratory syndrome-related coronavirus :Middle East respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_000901155.1
capra_hircus	capra hircus	Nairobi sheep disease virus :Orthonairovirus nairobiense:ssRNA(-):Ixodoidea:GCF_002117695.1
capra_hircus	capra hircus	Orf virus :Orf virus:dsDNA::GCF_000844845.1
capra_hircus	capra hircus	Orthobunyavirus shuniense :Orthobunyavirus shuniense:ssRNA(-):Equus caballus:GCF_006298405.1
capra_hircus	capra hircus	Orthonairovirus haemorrhagiae :Orthonairovirus haemorrhagiae:ssRNA(-)::GCF_000854165.1
capra_hircus	capra hircus	Ovine enzootic nasal tumor virus :Ovine enzootic nasal tumor virus:ssRNA-RT:Ovis aries:GCF_000861745.1
capra_hircus	capra hircus	Ovine gammaherpesvirus 2 :Macavirus ovinegamma2:dsDNA:Ovis aries:GCF_000866865.1
capra_hircus	capra hircus	Ovine lentivirus :Ovine lentivirus:ssRNA-RT::GCF_000849165.1
capra_hircus	capra hircus	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1
capra_hircus	capra hircus	Picornaviridae sp. :Picornaviridae sp.:ssRNA(+):Grus japonensis:GCF_003389975.1
capra_hircus	capra hircus	Porcine circovirus 2 :Circovirus porcine2:ssDNA(+/-)::GCF_000862765.1
capra_hircus	capra hircus	Porcine circovirus 2 :Circovirus porcine2:ssDNA(+/-):Sus scrofa:GCF_002819625.1
capra_hircus	capra hircus	Porcine circovirus-like virus P1 :Porcine circovirus-like virus P1:ssDNA(+/-):Sus scrofa:GCF_002890155.1
capra_hircus	capra hircus	Rift Valley fever virus :Phlebovirus riftense:ssRNA(+/-)::GCF_000847345.1
capra_hircus	capra hircus	Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1
capra_hircus	capra hircus	Schmallenberg virus :Orthobunyavirus schmallenbergense:ssRNA(-):Bos taurus:GCF_004789575.1
capra_hircus	capra hircus	Semliki Forest virus :Semliki Forest virus:ssRNA(+)::GCF_000860285.1
capra_hircus	capra hircus	Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2
capra_hircus	capra hircus	Severe fever with thrombocytopenia syndrome virus :Bandavirus dabieense:ssRNA(+/-):Homo sapiens:GCF_003087855.1
capra_hircus	capra hircus	Sheeppox virus :Sheeppox virus:dsDNA:Ovis aries:GCF_000840205.1
capra_hircus	capra hircus	Spanish goat encephalitis virus :Spanish goat encephalitis virus:ssRNA(+):Capra hircus:GCF_001271035.1
capra_hircus	capra hircus	Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_000843825.1
capra_hircus	capra hircus	Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_008791805.1
capra_hircus	capra hircus	Tunisian small ruminant pestivirus :Orthotulasvirus tulasnellae:RNA:Capra hircus:GCF_029886445.1
capra_hircus	capra hircus	Vesicular stomatitis New Jersey virus :Vesiculovirus newjersey:ssRNA(-):Bos taurus:GCF_000923855.1
capra_hircus	capra hircus	Visna-maedi virus :Visna-maedi virus:ssRNA-RT::GCF_000849025.1
capra_ibex	capra ibex	Orf virus :Orf virus:dsDNA::GCF_000844845.1
capra_ibex	capra ibex	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1
capra_nubiana	capra nubiana	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1
capra_pyrenaica	capra pyrenaica	Bluetongue virus :Bluetongue virus:dsRNA::GCF_000854445.3
capra_pyrenaica	capra pyrenaica	Orf virus :Orf virus:dsDNA::GCF_000844845.1
capraria_biflora	capraria biflora	Capraria yellow spot Yucatan virus :Capraria yellow spot virus:ssDNA(+/-):Capraria biflora:GCF_000911775.1
capra_sibirica	capra sibirica	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1
capra_sp	capra sp.	Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1
capreolus_capreolus	capreolus capreolus	Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1
capreolus_capreolus	capreolus capreolus	Capreolus capreolus papillomavirus 1 :Deltapapillomavirus 5:dsDNA:Capreolus capreolus:GCF_000874665.1
capreolus_capreolus	capreolus capreolus	Caprine kobuvirus :Aichivirus C:ssRNA(+):Capra hircus:GCF_000915315.1
capreolus_capreolus	capreolus capreolus	Ovine gammaherpesvirus 2 :Macavirus ovinegamma2:dsDNA:Ovis aries:GCF_000866865.1
capreolus_capreolus	capreolus capreolus	Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Alces alces:GCF_023120075.1
capreolus_capreolus	capreolus capreolus	Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+):Egretta garzetta:GCF_023120345.1
capreolus_capreolus	capreolus capreolus	Paslahepevirus balayani :Paslahepevirus balayani:ssRNA(+)::GCF_002826225.1
capreolus_capreolus	capreolus capreolus	Picobirnavirus sp. :Picobirnavirus sp.:dsRNA:Capreolus capreolus:GCF_004117395.1
capreolus_capreolus	capreolus capreolus	Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1
capricornis_crispus	capricornis crispus	Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1
capricornis_crispus	capricornis crispus	Orf virus :Orf virus:dsDNA::GCF_000844845.1
capricornis_milneedwardsii	capricornis milneedwardsii	Orthonairovirus haemorrhagiae :Orthonairovirus haemorrhagiae:ssRNA(-)::GCF_000854165.1
caprifoliaceae_	caprifoliaceae	Honeysuckle ringspot virus :Alphacarmovirus lonicerae:ssRNA(+):Caprifoliaceae:GCF_000891515.1
caprifoliaceae_	caprifoliaceae	Honeysuckle yellow vein mosaic betasatellite :Honeysuckle yellow vein mosaic betasatellite:ssDNA:Lonicera japonica:GCF_002830085.1
caprifoliaceae_	caprifoliaceae	Honeysuckle yellow vein virus :Honeysuckle yellow vein virus:ssDNA(+/-):Lonicera japonica:GCF_000859185.1
caprimulgus_europaeus	caprimulgus europaeus	Usutu virus :Orthoflavivirus usutuense:ssRNA(+)::GCF_000854945.1
caprinae_	caprinae	Caprine arthritis encephalitis virus :Caprine arthritis encephalitis virus:ssRNA-RT::GCF_000857525.1
caprinae_	caprinae	Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1
caprinae_	caprinae	Peste des petits ruminants virus :Morbillivirus caprinae:ssRNA(-):Ovis aries:GCF_000866445.1
capsella_bursa-pastoris	capsella bursa-pastoris	Cucurbit aphid-borne yellows virus :Cucurbit aphid-borne yellows virus:ssRNA(+)::GCF_000855065.1
capsella_bursa-pastoris	capsella bursa-pastoris	Cucurbit chlorotic yellows virus :Cucurbit chlorotic yellows virus:ssRNA(+):Cucumis melo:GCF_000898355.1
capsella_bursa-pastoris	capsella bursa-pastoris	Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1
capsella_bursa-pastoris	capsella bursa-pastoris	Turnip yellows virus :Turnip yellows virus:ssRNA(+)::GCF_000855905.1
capsicum_annuum	capsicum annuum	Ageratum enation virus :Ageratum enation virus:ssDNA(+/-):Ageratum conyzoides:GCF_000859025.1
capsicum_annuum	capsicum annuum	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-)::GCF_000857345.1
capsicum_annuum	capsicum annuum	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-):Solanum lycopersicum:GCF_001008515.1
capsicum_annuum	capsicum annuum	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
capsicum_annuum	capsicum annuum	Alstroemeria necrotic streak virus :Orthotospovirus alstroemerinecrosis:ssRNA(+/-):Solanum quitoense:GCF_013086275.1
capsicum_annuum	capsicum annuum	Beet curly top Iran virus :Beet curly top Iran virus:ssDNA(+/-):Beta vulgaris subsp. vulgaris:GCF_000879795.1
capsicum_annuum	capsicum annuum	Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1
capsicum_annuum	capsicum annuum	Beet western yellows virus :Beet western yellows virus:ssRNA(+)::GCF_000852565.1
capsicum_annuum	capsicum annuum	Begomovirus-associated alphasatellite sp. :Capsicum India alphasatellite:ssDNA:Capsicum annuum:GCF_013087395.1
capsicum_annuum	capsicum annuum	Begomovirus-associated alphasatellite sp. :Capsicum India alphasatellite:ssDNA:Spermatophyta:GCF_018588995.1
capsicum_annuum	capsicum annuum	Bell pepper alphaendornavirus :Bell pepper alphaendornavirus:dsRNA:Capsicum annuum:GCF_002820425.1
capsicum_annuum	capsicum annuum	Broad bean wilt virus 1 :Fabavirus alphaviciae:ssRNA(+)::GCF_000853465.1
capsicum_annuum	capsicum annuum	Broad bean wilt virus 2 :Fabavirus betaviciae:ssRNA(+)::GCF_000861605.1
capsicum_annuum	capsicum annuum	Chickpea chlorotic dwarf virus :Chickpea chlorotic dwarf virus:ssDNA(+/-):Cicer arietinum:GCF_000880315.1
capsicum_annuum	capsicum annuum	Chili leaf curl betasatellite :Chili leaf curl betasatellite:ssDNA:Capsicum annuum:GCF_000843905.1
capsicum_annuum	capsicum annuum	Chilli leaf curl India virus :Chilli leaf curl India virus:ssDNA(+/-):Capsicum:GCF_002986345.1
capsicum_annuum	capsicum annuum	Chilli leaf curl virus :Chilli leaf curl virus:ssDNA(+/-)::GCF_000841265.1
